PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupId,PassengerIdInGroup,MembersOfGroupById,Surname,MembersOfFamilyBySurname,CabinDeck,CabinNum,AgeBinned,HomePlanet_1,HomePlanet_2,HomePlanet_3,CabinSide_1,CabinSide_2,Destination_1,Destination_2,Destination_3
4450_02,False,C/140/P,65.0,False,0.0,7194.0,0.0,6.0,305.0,Ranons Clugete,1,4450,2,4.0,Clugete,11.0,C,140,1,True,False,False,False,False,False,False,False
4450_03,True,C/140/P,22.0,False,0.0,0.0,0.0,0.0,0.0,Genons Clugete,1,4450,3,4.0,Clugete,11.0,C,140,4,True,False,False,False,False,False,False,False
4450_04,False,C/140/P,28.0,False,0.0,3627.0,0.0,31.0,3263.0,Altar Clugete,0,4450,4,4.0,Clugete,11.0,C,140,4,True,False,False,False,False,False,True,False
4451_01,True,F/914/P,35.0,False,0.0,0.0,0.0,0.0,0.0,Poloos Jamad,1,4451,1,1.0,Jamad,2.0,F,914,2,False,False,True,False,False,False,True,False
4452_01,True,G/727/S,30.0,Unknown,0.0,0.0,0.0,0.0,0.0,Lison Blace,1,4452,1,1.0,Blace,3.0,G,727,4,False,False,False,True,False,False,True,False
4453_01,False,D/149/P,28.0,False,0.0,2560.0,0.0,134.0,307.0,Azhasim Inguel,0,4453,1,1.0,Inguel,1.0,D,149,4,True,False,False,False,False,False,True,False
4456_01,False,F/916/P,23.0,False,0.0,10.0,159.0,311.0,125.0,Arl Wagnerray,1,4456,1,1.0,Wagnerray,11.0,F,916,4,False,False,False,False,False,False,True,False
4457_01,False,F/917/P,24.0,False,698.0,0.0,51.0,2.0,4.0,Milyn Nguerrettye,1,4457,1,1.0,Nguerrettye,2.0,F,917,4,False,False,False,False,False,False,True,False
4459_01,True,G/733/P,16.0,False,0.0,0.0,0.0,0.0,305.0,Arlen Jacostarks,1,4459,1,1.0,Jacostarks,4.0,G,733,3,False,False,False,False,False,True,False,False
4461_01,True,F/838/S,18.0,False,0.0,0.0,0.0,0.0,0.0,Annams Mellé,1,4461,1,1.0,Mellé,2.0,F,838,3,False,True,False,True,False,False,True,False
4462_01,False,F/918/P,20.0,False,399.0,77.0,311.0,0.0,16.0,Gillie Bullerson,0,4462,1,1.0,Bullerson,1.0,F,918,4,False,False,False,False,False,False,True,False
4463_01,True,B/145/P,29.0,False,0.0,0.0,0.0,0.0,0.0,Maiam Boltund,1,4463,1,2.0,Boltund,9.0,B,145,4,True,False,False,False,False,False,False,True
4463_02,True,B/145/P,29.0,False,0.0,0.0,0.0,0.0,0.0,Ionium Boltund,1,4463,2,2.0,Boltund,9.0,B,145,4,True,False,False,False,False,False,True,False
4464_01,False,G/728/S,21.0,False,0.0,0.0,0.0,0.0,0.0,Sharie Morrodgers,0,4464,1,1.0,Morrodgers,4.0,G,728,4,False,False,False,True,False,False,True,False
4465_01,True,A/54/S,2.0,False,0.0,0.0,0.0,0.0,0.0,Aldhib Diabysid,0,4465,1,3.0,Diabysid,4.0,A,54,0,True,False,False,True,False,False,True,False
4465_02,False,A/54/S,43.0,False,31.0,76.0,0.0,1353.0,1713.0,Terons Diabysid,0,4465,2,3.0,Diabysid,4.0,A,54,2,True,False,False,True,False,False,True,False
4465_03,False,A/54/S,28.0,False,0.0,1883.0,0.0,1.0,4560.0,Gemmark Diabysid,0,4465,3,3.0,Diabysid,4.0,A,54,4,True,False,False,True,False,False,True,False
4466_01,False,A/40/P,31.0,True,0.0,2461.0,0.0,51.0,2141.0,Ainkard Crakete,0,4466,1,1.0,Crakete,6.0,A,40,2,True,False,False,False,False,False,False,False
4467_01,False,F/919/P,23.0,False,36.0,18.0,670.0,0.0,32.0,Moniey Hopperett,1,4467,1,1.0,Hopperett,1.0,F,919,4,False,False,False,False,False,False,True,False
4469_01,True,B/146/P,26.0,False,0.0,0.0,0.0,0.0,0.0,Dabik Brakeded,1,4469,1,2.0,Brakeded,2.0,B,146,4,True,False,False,False,False,False,True,False
4469_02,False,B/146/P,43.0,False,0.0,39.0,327.0,4643.0,85.0,Coxan Windend,0,4469,2,2.0,Windend,2.0,B,146,2,True,False,False,False,False,False,False,False
4470_01,False,F/839/S,28.0,False,1549.0,0.0,5.0,0.0,0.0,Emmax Baketton,0,4470,1,1.0,Baketton,5.0,F,839,4,False,False,False,True,False,False,True,False
4472_01,False,G/734/P,24.0,False,0.0,266.0,1455.0,59.0,0.0,Colly Bartez,0,4472,1,2.0,Bartez,7.0,G,734,4,False,False,False,False,False,True,False,False
4472_02,False,F/920/P,27.0,False,110.0,0.0,638.0,0.0,0.0,Kerrie Bartez,0,4472,2,2.0,Bartez,7.0,F,920,4,False,False,False,False,False,False,True,False
4473_01,False,F/841/S,13.0,False,2244.0,31.0,507.0,0.0,142.0,Unknown,0,4473,1,2.0,Unknown,,F,841,3,False,True,False,True,False,False,False,False
4473_02,False,E/292/S,27.0,False,994.0,0.0,26.0,1.0,0.0,Terek Welte,0,4473,2,2.0,Welte,6.0,E,292,4,False,True,False,True,False,False,True,False
4474_01,True,G/730/S,2.0,False,223.0,0.0,0.0,0.0,0.0,Helley Tuckers,1,4474,1,3.0,Tuckers,4.0,G,730,0,False,False,False,True,False,False,True,False
4474_02,True,G/730/S,24.0,False,0.0,0.0,0.0,0.0,0.0,Stancy Garden,1,4474,2,3.0,Garden,7.0,G,730,4,False,False,False,True,False,False,True,False
4474_03,True,G/730/S,2.0,False,0.0,0.0,171.0,0.0,305.0,Carita Tuckers,1,4474,3,3.0,Tuckers,4.0,G,730,0,False,False,False,True,False,False,True,False
4475_01,False,A/55/S,50.0,True,13.0,239.0,0.0,161.0,2355.0,Wasaton Fairdised,0,4475,1,2.0,Fairdised,2.0,A,55,2,True,False,False,True,False,False,True,False
4475_02,True,A/55/S,27.0,False,0.0,0.0,0.0,0.0,0.0,Nesham Fairdised,1,4475,2,2.0,Fairdised,2.0,A,55,4,True,False,False,True,False,False,False,False
4476_01,False,F/921/P,26.0,False,1170.0,0.0,0.0,187.0,100.0,Brancy Miranciash,0,4476,1,1.0,Miranciash,3.0,F,921,4,False,False,False,False,False,False,True,False
4477_01,False,G/731/S,31.0,False,23.0,0.0,0.0,311.0,17.0,Thel Scheron,0,4477,1,1.0,Scheron,4.0,G,731,2,False,False,False,True,False,False,False,False
4479_01,False,D/150/P,28.0,False,3559.0,0.0,171.0,13.0,2.0,Zelowl Sidie,0,4479,1,1.0,Sidie,5.0,D,150,4,False,True,False,False,False,False,True,False
4482_01,False,G/732/S,4.0,False,0.0,0.0,0.0,0.0,0.0,Eillis Bartines,0,4482,1,5.0,Bartines,8.0,G,732,0,False,False,False,True,False,False,False,False
4482_02,False,G/732/S,9.0,False,0.0,0.0,0.0,0.0,0.0,Idave Anthompson,1,4482,2,5.0,Anthompson,7.0,G,732,0,False,False,False,True,False,False,True,False
4482_03,False,G/732/S,0.0,False,0.0,0.0,0.0,0.0,0.0,Ally Bartines,1,4482,3,5.0,Bartines,8.0,G,732,0,False,False,False,True,False,False,True,False
4482_04,True,G/732/S,35.0,False,0.0,0.0,0.0,0.0,0.0,Evan Bartines,0,4482,4,5.0,Bartines,8.0,G,732,2,False,False,False,True,False,False,True,False
4482_05,True,G/732/S,3.0,False,0.0,0.0,0.0,0.0,0.0,Allia Bartines,1,4482,5,5.0,Bartines,8.0,G,732,0,False,False,False,True,False,False,True,False
4483_01,False,D/151/P,25.0,False,1956.0,0.0,161.0,239.0,28.0,Price Tepie,0,4483,1,2.0,Tepie,7.0,D,151,4,False,True,False,False,False,False,True,False
4483_02,False,D/151/P,63.0,False,3087.0,0.0,60.0,2.0,0.0,Fowoos Tepie,0,4483,2,2.0,Tepie,7.0,D,151,1,False,True,False,False,False,False,True,False
4485_01,True,F/922/P,34.0,False,0.0,0.0,0.0,0.0,0.0,Rooses Tirte,1,4485,1,2.0,Tirte,3.0,F,922,2,False,True,False,False,False,False,True,False
4485_02,False,F/922/P,35.0,False,1219.0,0.0,1742.0,740.0,0.0,Mos Tirte,0,4485,2,2.0,Tirte,3.0,F,922,2,False,True,False,False,False,False,True,False
4486_01,True,G/733/S,26.0,False,0.0,0.0,0.0,0.0,0.0,Janne Mccarry,1,4486,1,1.0,Mccarry,5.0,G,733,4,False,False,False,True,False,False,True,False
4487_01,False,G/735/P,39.0,False,0.0,3.0,0.0,802.0,49.0,Tine Buckleinson,0,4487,1,1.0,Buckleinson,5.0,G,735,2,False,False,False,False,False,False,True,False
4490_01,False,D/143/S,34.0,False,0.0,337.0,1339.0,92.0,264.0,Sadir Idlatchse,0,4490,1,1.0,Idlatchse,1.0,D,143,2,True,False,False,True,False,False,False,False
4491_01,False,B/148/P,36.0,False,0.0,1013.0,1.0,16.0,2825.0,Solark Filerst,0,4491,1,1.0,Filerst,1.0,B,148,2,True,False,False,False,False,False,True,False
4492_01,True,G/736/P,46.0,False,0.0,0.0,0.0,0.0,0.0,Ricke Nolds,1,4492,1,1.0,Nolds,6.0,G,736,2,False,False,False,False,False,False,True,False
4493_01,False,F/845/S,26.0,False,42.0,65.0,895.0,407.0,0.0,Sus Coolez,1,4493,1,1.0,Coolez,6.0,F,845,4,False,False,False,True,False,False,True,False
4494_01,True,F/846/S,28.0,False,0.0,0.0,0.0,0.0,0.0,Labix Weeke,1,4494,1,1.0,Weeke,3.0,F,846,4,False,True,False,True,False,False,True,False
4496_01,False,F/924/P,20.0,False,0.0,3080.0,7.0,0.0,67.0,Frey Simsey,1,4496,1,1.0,Simsey,5.0,F,924,4,False,False,False,False,False,False,False,False
4497_01,True,G/737/P,35.0,False,0.0,0.0,0.0,0.0,0.0,Rician Loway,0,4497,1,1.0,Loway,12.0,G,737,2,False,False,False,False,False,False,True,False
4498_01,False,G/734/S,11.0,False,0.0,0.0,0.0,0.0,0.0,Valex Munozanson,0,4498,1,8.0,Munozanson,6.0,G,734,0,False,False,False,True,False,False,False,False
4498_02,True,G/734/S,14.0,False,0.0,0.0,0.0,0.0,0.0,Loise Beckeetter,0,4498,2,8.0,Beckeetter,5.0,G,734,3,False,False,False,True,False,True,False,False
4498_03,True,G/734/S,4.0,False,0.0,0.0,0.0,0.0,0.0,Lorie Beckeetter,1,4498,3,8.0,Beckeetter,5.0,G,734,0,False,False,False,True,False,True,False,False
4498_04,False,G/734/S,11.0,False,0.0,0.0,0.0,0.0,305.0,Dandy Munozanson,0,4498,4,8.0,Munozanson,6.0,G,734,0,False,False,False,True,False,False,True,False
4498_05,True,G/734/S,31.0,False,0.0,0.0,0.0,0.0,0.0,Karay Beckeetter,1,4498,5,8.0,Beckeetter,5.0,G,734,2,False,False,False,True,False,False,True,False
4498_06,False,G/734/S,15.0,False,0.0,893.0,0.0,0.0,0.0,Line Munozanson,1,4498,6,8.0,Munozanson,6.0,G,734,3,False,False,False,True,False,False,True,False
4498_07,False,G/734/S,39.0,False,0.0,2.0,0.0,69.0,836.0,Dary Mallerez,0,4498,7,8.0,Mallerez,6.0,G,734,2,False,False,False,True,False,False,True,False
4498_08,False,G/734/S,7.0,False,0.0,0.0,0.0,0.0,0.0,Kendy Munozanson,0,4498,8,8.0,Munozanson,6.0,G,734,0,False,False,False,True,False,False,True,False
4500_01,False,F/847/S,24.0,False,83.0,0.0,129.0,504.0,0.0,Gaylah Mcdanield,0,4500,1,1.0,Mcdanield,6.0,F,847,4,False,False,False,True,False,False,True,False
4501_01,True,G/735/S,22.0,False,0.0,0.0,0.0,0.0,0.0,Eilace Castannison,1,4501,1,1.0,Castannison,9.0,G,735,4,False,False,True,True,False,False,True,False
4502_01,True,E/281/P,26.0,False,0.0,0.0,0.0,0.0,0.0,Triple Jamai,0,4502,1,1.0,Jamai,8.0,E,281,4,False,True,False,False,False,False,True,False
4505_01,False,C/165/S,53.0,False,0.0,864.0,49.0,39.0,2376.0,Erraid Wirdley,1,4505,1,2.0,Wirdley,7.0,C,165,2,True,False,False,True,False,False,False,False
4505_02,False,C/165/S,40.0,False,2.0,76.0,0.0,201.0,305.0,Dabik Wirdley,0,4505,2,2.0,Wirdley,7.0,C,165,2,True,False,False,True,False,False,True,False
4506_01,False,E/294/S,19.0,False,160.0,0.0,889.0,0.0,0.0,Bees Kashe,0,4506,1,1.0,Kashe,6.0,E,294,4,False,True,False,True,False,False,True,False
4508_01,False,F/926/P,54.0,False,433.0,0.0,867.0,19.0,1.0,Bants Pepie,0,4508,1,3.0,Pepie,8.0,F,926,2,False,True,False,False,False,False,False,False
4508_02,False,E/283/P,21.0,False,572.0,584.0,128.0,14.0,0.0,Eet Pepie,0,4508,2,3.0,Pepie,8.0,E,283,4,False,True,False,False,False,False,True,False
4508_03,False,F/926/P,25.0,False,1340.0,0.0,8.0,0.0,0.0,Cornys Pepie,0,4508,3,3.0,Pepie,8.0,F,926,4,False,True,False,False,False,False,True,False
4509_01,False,E/295/S,48.0,False,137.0,0.0,877.0,0.0,0.0,Cats Sopie,1,4509,1,3.0,Sopie,3.0,E,295,2,False,True,False,True,False,False,True,False
4509_02,False,D/144/S,41.0,False,223.0,0.0,1127.0,8.0,0.0,Sunk Sopie,1,4509,2,3.0,Sopie,3.0,D,144,2,False,True,False,True,False,True,False,False
4509_03,False,D/144/S,13.0,False,27.0,0.0,3246.0,0.0,0.0,Ecco Sopie,1,4509,3,3.0,Sopie,3.0,D,144,3,False,True,False,True,False,False,True,False
4510_01,False,B/177/S,57.0,False,0.0,0.0,0.0,0.0,0.0,Gluinom Siviothy,1,4510,1,1.0,Siviothy,1.0,B,177,2,True,False,False,True,False,False,True,False
4511_01,True,B/178/S,25.0,False,0.0,0.0,0.0,0.0,0.0,Gemmark Crueld,1,4511,1,2.0,Crueld,4.0,B,178,4,True,False,False,True,False,False,True,False
4511_02,True,B/178/S,48.0,False,0.0,0.0,0.0,0.0,0.0,Atrino Crueld,1,4511,2,2.0,Crueld,4.0,B,178,2,True,False,False,True,False,False,False,False
4512_01,False,E/296/S,34.0,False,849.0,51.0,375.0,0.0,24.0,Yos Stike,0,4512,1,1.0,Stike,6.0,E,296,2,False,True,False,True,False,False,True,False
4514_01,True,G/736/S,16.0,False,0.0,0.0,0.0,0.0,0.0,Jacque Cleman,1,4514,1,1.0,Cleman,3.0,G,736,3,False,False,False,True,False,False,True,False
4515_01,False,G/739/P,0.0,False,0.0,0.0,0.0,0.0,0.0,Lynnie Fryersonis,0,4515,1,2.0,Fryersonis,11.0,G,739,0,False,False,False,False,False,False,True,False
4515_02,False,G/739/P,15.0,False,6.0,1740.0,2184.0,0.0,0.0,Samie Fryersonis,1,4515,2,2.0,Fryersonis,11.0,G,739,3,False,False,False,False,False,False,False,False
4516_01,False,F/848/S,37.0,False,426.0,0.0,2.0,194.0,308.0,Marky Cleminglas,0,4516,1,1.0,Cleminglas,6.0,F,848,2,False,False,False,True,False,False,False,False
4517_01,False,F/849/S,37.0,False,452.0,0.0,234.0,19.0,1290.0,Bara Mcleandez,0,4517,1,1.0,Mcleandez,2.0,F,849,2,False,False,False,True,False,False,True,False
4518_01,False,G/740/P,49.0,False,820.0,1.0,690.0,292.0,13.0,Dennya Juartis,0,4518,1,1.0,Juartis,2.0,G,740,2,False,False,False,False,False,False,True,False
4521_01,False,F/929/P,18.0,False,1.0,1.0,0.0,0.0,746.0,Jessa Oneidson,0,4521,1,1.0,Oneidson,3.0,F,929,3,False,False,False,False,False,False,True,False
4522_01,False,F/850/S,25.0,False,101.0,32.0,0.0,137.0,633.0,Belix Stephend,1,4522,1,1.0,Stephend,3.0,F,850,4,False,False,False,True,False,False,True,False
4524_01,False,F/930/P,29.0,Unknown,0.0,116.0,2048.0,2.0,0.0,Briane Fulloydez,1,4524,1,1.0,Fulloydez,14.0,F,930,1,False,False,False,False,False,True,False,False
4529_01,False,G/738/S,43.0,False,26.0,132.0,3.0,117.0,555.0,Terald Oneiles,0,4529,1,1.0,Oneiles,16.0,G,738,2,False,False,False,True,False,False,False,False
4530_01,False,F/933/P,20.0,False,9.0,0.0,157.0,525.0,0.0,Fanna Leonaldez,0,4530,1,1.0,Leonaldez,4.0,F,933,4,False,False,False,False,False,False,True,False
4531_01,True,C/142/P,54.0,False,0.0,0.0,0.0,0.0,0.0,Thabius Stelative,1,4531,1,1.0,Stelative,1.0,C,142,2,True,False,False,False,False,False,True,False
4532_01,True,G/739/S,30.0,False,0.0,0.0,0.0,0.0,0.0,Lynez Serraynardy,1,4532,1,1.0,Serraynardy,3.0,G,739,4,False,False,False,True,False,False,True,False
4533_01,True,B/149/P,37.0,False,0.0,0.0,0.0,0.0,0.0,Sino Anindery,1,4533,1,1.0,Anindery,1.0,B,149,2,True,False,False,False,False,False,True,False
4534_01,False,F/851/S,30.0,False,60.0,41.0,553.0,1.0,0.0,Carry Floydendley,1,4534,1,1.0,Floydendley,5.0,F,851,4,False,False,False,True,False,False,False,False
4535_01,False,F/934/P,20.0,False,631.0,93.0,0.0,0.0,0.0,Randa Cardners,0,4535,1,2.0,Cardners,8.0,F,934,4,False,False,False,False,False,False,True,False
4535_02,False,G/742/P,20.0,False,25.0,0.0,796.0,44.0,44.0,Jerrye Cardners,0,4535,2,2.0,Cardners,8.0,G,742,4,False,False,False,False,False,False,True,False
4537_01,False,F/852/S,24.0,False,0.0,591.0,0.0,0.0,1560.0,Josey Mccard,0,4537,1,1.0,Mccard,2.0,F,852,4,False,False,False,True,False,False,True,False
4538_01,False,F/935/P,44.0,False,0.0,121.0,0.0,748.0,0.0,Karia Hammons,0,4538,1,1.0,Hammons,3.0,F,935,2,False,False,False,False,False,False,True,False
4539_01,False,G/740/S,0.0,False,0.0,0.0,0.0,0.0,0.0,Sanda Carterson,1,4539,1,2.0,Carterson,5.0,G,740,0,False,False,False,True,False,False,False,False
4539_02,True,G/740/S,15.0,False,0.0,0.0,0.0,0.0,0.0,Arla Carterson,1,4539,2,2.0,Carterson,5.0,G,740,3,False,False,False,True,False,False,True,False
4542_01,True,B/150/P,19.0,False,0.0,0.0,0.0,0.0,0.0,Coxak Sterve,1,4542,1,2.0,Sterve,1.0,B,150,4,True,False,False,False,False,False,True,False
4542_02,True,B/150/P,20.0,False,0.0,0.0,0.0,0.0,0.0,Arrai Stracary,1,4542,2,2.0,Stracary,1.0,B,150,4,True,False,False,False,False,False,False,False
4543_01,False,F/936/P,20.0,True,14.0,0.0,59.0,1777.0,0.0,Quakes Winie,0,4543,1,1.0,Winie,6.0,F,936,4,False,True,False,False,False,True,False,False
4544_01,True,G/743/P,34.0,False,0.0,0.0,0.0,0.0,0.0,Regana Pottney,1,4544,1,1.0,Pottney,4.0,G,743,2,False,False,False,False,False,False,True,False
4546_01,Unknown,G/744/P,17.0,False,0.0,0.0,0.0,0.0,0.0,Kenda Bailes,1,4546,1,1.0,Bailes,3.0,G,744,3,False,False,False,False,False,True,False,False
4547_01,False,E/297/S,20.0,False,0.0,25.0,0.0,0.0,803.0,Warry Navages,1,4547,1,1.0,Navages,10.0,E,297,4,False,False,False,True,False,False,True,False
4549_01,False,E/298/S,42.0,False,0.0,1.0,0.0,17.0,1601.0,Leria Woody,0,4549,1,1.0,Woody,10.0,E,298,2,False,False,False,True,False,False,True,False
4550_01,False,F/853/S,28.0,False,0.0,180.0,516.0,311.0,305.0,Ebonyd Sotond,1,4550,1,1.0,Sotond,2.0,F,853,4,False,False,False,True,False,False,True,False
4552_01,False,F/937/P,43.0,False,375.0,103.0,1990.0,36.0,0.0,Cinst Bake,1,4552,1,1.0,Bake,5.0,F,937,2,False,True,False,False,False,False,True,False
4553_01,False,C/143/P,55.0,True,0.0,102.0,0.0,278.0,5353.0,Auvam Watuald,0,4553,1,1.0,Watuald,3.0,C,143,2,True,False,False,False,False,True,False,False
4555_01,False,G/743/S,21.0,False,29.0,27.0,47.0,694.0,11.0,Claine Wiggs,0,4555,1,1.0,Wiggs,5.0,G,743,4,False,False,False,True,False,False,True,False
4557_01,False,E/286/P,17.0,False,0.0,656.0,295.0,0.0,35.0,Dwin Mirez,0,4557,1,1.0,Mirez,6.0,E,286,3,False,False,False,False,False,False,True,False
4558_01,False,C/167/S,54.0,False,0.0,559.0,0.0,15238.0,2799.0,Wezna Baleful,0,4558,1,1.0,Baleful,4.0,C,167,2,True,False,False,True,False,False,False,False
4559_01,False,F/854/S,25.0,False,223.0,205.0,171.0,0.0,549.0,Elene Rasmussony,1,4559,1,1.0,Rasmussony,3.0,F,854,4,False,False,False,True,False,False,True,False
4560_01,False,G/744/S,29.0,False,0.0,57.0,851.0,0.0,0.0,Daven Monsoney,1,4560,1,1.0,Monsoney,3.0,G,744,1,False,False,False,True,False,False,True,False
4561_01,False,C/168/S,45.0,False,0.0,496.0,0.0,1940.0,4195.0,Alrair Unhearfus,0,4561,1,1.0,Unhearfus,5.0,C,168,2,True,False,False,True,False,False,False,False
4562_01,True,B/180/S,31.0,False,0.0,0.0,0.0,0.0,0.0,Shaton Reedall,1,4562,1,1.0,Reedall,9.0,B,180,2,True,False,False,True,False,False,True,False
4563_01,True,C/169/S,19.0,False,0.0,0.0,0.0,0.0,0.0,Altanin Switud,1,4563,1,1.0,Switud,3.0,C,169,4,True,False,False,True,False,False,False,False
4564_01,False,G/745/P,30.0,False,223.0,43.0,0.0,0.0,6.0,Tera Merkins,0,4564,1,1.0,Merkins,7.0,G,745,4,False,False,False,False,False,False,True,False
4565_01,False,G/746/P,24.0,False,191.0,497.0,0.0,0.0,16.0,Paulie Patteraley,0,4565,1,1.0,Patteraley,4.0,G,746,4,False,False,False,False,False,False,True,False
4567_01,False,F/939/P,29.0,False,0.0,20.0,38.0,359.0,516.0,Marine Flemaney,0,4567,1,1.0,Flemaney,9.0,F,939,1,False,False,False,False,False,False,True,False
4568_01,False,F/940/P,42.0,False,4102.0,0.0,36.0,0.0,1825.0,Ples Pamca,0,4568,1,1.0,Pamca,3.0,F,940,2,False,True,False,False,False,False,True,False
4569_01,True,B/151/P,29.0,False,0.0,0.0,0.0,0.0,0.0,Wasatan Honchoe,1,4569,1,2.0,Honchoe,2.0,B,151,4,True,False,False,False,False,False,False,False
4569_02,Unknown,B/151/P,37.0,False,0.0,2235.0,7.0,4098.0,89.0,Aldah Honchoe,0,4569,2,2.0,Honchoe,2.0,B,151,2,True,False,False,False,False,False,False,False
4570_01,True,C/170/S,64.0,False,0.0,0.0,171.0,0.0,0.0,Unknown,1,4570,1,1.0,Unknown,,C,170,1,True,False,False,True,False,False,True,False
4571_01,True,G/745/S,24.0,False,0.0,0.0,0.0,0.0,0.0,Ricia Crosbornes,1,4571,1,1.0,Crosbornes,4.0,G,745,4,False,False,False,True,False,False,True,False
4572_01,False,G/746/S,23.0,False,42.0,0.0,0.0,765.0,2.0,Fery Gouldensen,0,4572,1,1.0,Gouldensen,11.0,G,746,4,False,False,False,True,False,False,False,False
4573_01,False,F/856/S,22.0,False,686.0,45.0,16.0,7.0,4.0,Yolana Stannondez,1,4573,1,1.0,Stannondez,8.0,F,856,4,False,False,False,True,False,False,True,False
4574_01,False,F/857/S,23.0,False,176.0,493.0,169.0,0.0,1023.0,Cank Sad,0,4574,1,1.0,Sad,5.0,F,857,4,False,True,False,True,False,False,True,False
4575_01,Unknown,F/941/P,21.0,False,3.0,65.0,253.0,475.0,0.0,Kris Solon,0,4575,1,1.0,Solon,7.0,F,941,4,False,False,False,False,False,False,True,False
4576_01,False,F/942/P,37.0,False,661.0,876.0,0.0,3.0,13.0,Fayene Cartz,0,4576,1,1.0,Cartz,8.0,F,942,2,False,False,False,False,False,False,True,False
4577_01,Unknown,F/858/S,17.0,False,250.0,0.0,2179.0,0.0,0.0,Oss Kha,1,4577,1,1.0,Kha,1.0,F,858,3,False,True,False,True,False,False,True,False
4580_01,True,F/860/S,35.0,False,0.0,0.0,0.0,0.0,0.0,Mocake Buko,1,4580,1,1.0,Buko,1.0,F,860,2,False,True,False,True,False,False,True,False
4581_01,False,B/181/S,33.0,False,0.0,4592.0,0.0,209.0,954.0,Skatzn Entedraved,1,4581,1,2.0,Entedraved,2.0,B,181,2,True,False,False,True,False,False,True,False
4581_02,False,B/181/S,37.0,False,0.0,2337.0,0.0,204.0,76.0,Neutrin Entedraved,1,4581,2,2.0,Entedraved,2.0,B,181,2,True,False,False,True,False,False,False,False
4585_01,False,B/182/S,32.0,False,0.0,154.0,0.0,5492.0,1924.0,Skatz Wasterivel,0,4585,1,1.0,Wasterivel,4.0,B,182,2,True,False,False,True,False,False,False,False
4586_01,False,F/943/P,31.0,False,22.0,0.0,171.0,1.0,524.0,Goats Emead,0,4586,1,1.0,Emead,8.0,F,943,2,False,True,False,False,False,False,False,False
4587_01,False,A/42/P,29.0,False,0.0,4020.0,0.0,1635.0,4899.0,Asellux Assibler,0,4587,1,1.0,Assibler,4.0,A,42,1,True,False,False,False,False,False,True,False
4591_01,True,E/287/P,34.0,False,0.0,0.0,0.0,0.0,0.0,Hadyon Coictrazy,1,4591,1,1.0,Coictrazy,1.0,E,287,2,True,False,False,False,False,False,False,False
4592_01,False,F/862/S,9.0,False,0.0,0.0,0.0,0.0,0.0,Crunch Carté,1,4592,1,4.0,Carté,5.0,F,862,0,False,True,False,True,False,False,True,False
4592_02,True,F/862/S,25.0,False,0.0,0.0,0.0,0.0,0.0,Eal Carté,1,4592,2,4.0,Carté,5.0,F,862,4,False,True,False,True,False,False,True,False
4592_03,True,F/862/S,29.0,False,0.0,0.0,0.0,0.0,0.0,Phios Carté,1,4592,3,4.0,Carté,5.0,F,862,4,False,True,False,True,False,False,False,True
4592_04,True,F/862/S,1.0,False,0.0,0.0,0.0,0.0,0.0,Pil Carté,1,4592,4,4.0,Carté,5.0,F,862,0,False,True,False,True,False,False,True,False
4593_01,False,G/750/S,30.0,False,1.0,797.0,0.0,10.0,0.0,Toddie Pugherman,1,4593,1,1.0,Pugherman,4.0,G,750,4,False,False,False,True,False,False,True,False
4594_01,False,C/144/P,64.0,False,77.0,2424.0,0.0,3001.0,127.0,Tabius Folhal,0,4594,1,4.0,Folhal,7.0,C,144,1,True,False,False,False,False,False,True,False
4594_02,False,C/144/P,31.0,False,0.0,6670.0,217.0,625.0,20336.0,Tabiton Folhal,0,4594,2,4.0,Folhal,7.0,C,144,2,True,False,False,False,False,False,True,False
4594_03,False,C/144/P,27.0,False,267.0,2802.0,0.0,54.0,77.0,Minoton Folhal,1,4594,3,4.0,Folhal,7.0,C,144,4,True,False,False,False,False,False,True,False
4594_04,False,C/144/P,29.0,False,0.0,4516.0,0.0,6167.0,5308.0,Furus Coudered,0,4594,4,4.0,Coudered,4.0,C,144,1,True,False,False,False,False,False,True,False
4595_01,True,C/145/P,25.0,False,0.0,0.0,0.0,0.0,0.0,Alarion Swingse,1,4595,1,1.0,Swingse,6.0,C,145,4,True,False,False,False,False,False,True,False
4596_01,True,G/751/S,28.0,False,0.0,0.0,0.0,0.0,0.0,Ale Booneid,1,4596,1,1.0,Booneid,10.0,G,751,4,False,False,True,True,False,False,True,False
4597_01,True,G/748/P,32.0,False,0.0,0.0,0.0,0.0,0.0,Kayd Weavesend,1,4597,1,1.0,Weavesend,8.0,G,748,2,False,False,False,False,False,False,True,False
4602_01,False,F/945/P,36.0,False,0.0,0.0,0.0,725.0,2.0,Jerek Whitakers,0,4602,1,1.0,Whitakers,4.0,F,945,2,False,False,False,False,False,False,False,False
4603_01,Unknown,C/171/S,26.0,False,0.0,3593.0,47.0,19.0,229.0,Hamakan Namsheary,1,4603,1,2.0,Namsheary,4.0,C,171,4,True,False,False,True,False,False,False,False
4603_02,False,C/171/S,36.0,False,1.0,5234.0,343.0,277.0,12682.0,Kabih Namsheary,0,4603,2,2.0,Namsheary,4.0,C,171,2,True,False,False,True,False,False,True,False
