PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupId,PassengerIdInGroup,MembersOfGroupById,Surname,MembersOfFamilyBySurname,CabinDeck,CabinNum,CabinSide,AgeBinned
5536_01,Mars,True,F/1062/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Walles Pure,True,5536,1,1.0,Pure,2.0,F,1062,S,Young
5537_01,Mars,False,F/1063/S,TRAPPIST-1e,50.0,,690.0,0.0,30.0,762.0,428.0,Herms Bancy,False,5537,1,1.0,Bancy,4.0,F,1063,S,Senior
5538_01,Mars,True,F/1146/P,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Diedow Gele,True,5538,1,2.0,Gele,4.0,F,1146,P,Senior
5538_02,Mars,True,F/1146/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Hocks Gele,True,5538,2,2.0,Gele,4.0,F,1146,P,Teenager
5539_01,Europa,False,B/187/P,TRAPPIST-1e,26.0,False,0.0,1583.0,0.0,232.0,8040.0,Tarf Officled,False,5539,1,1.0,Officled,1.0,B,187,P,Young
5540_01,Earth,False,E/360/S,TRAPPIST-1e,21.0,False,39.0,360.0,0.0,,0.0,Berly Andackson,True,5540,1,1.0,Andackson,3.0,E,360,S,Young
5541_01,Mars,True,F/1147/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,,Cornys Kra,True,5541,1,1.0,Kra,6.0,F,1147,P,Young
5543_01,Europa,True,C/175/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Hekaton Platch,True,5543,1,1.0,Platch,9.0,C,175,P,Young
5544_01,Mars,False,F/1149/P,TRAPPIST-1e,,True,1565.0,0.0,0.0,0.0,145.0,Minnys Stité,False,5544,1,1.0,Stité,6.0,F,1149,P,Elder
5545_01,Earth,False,G/894/S,PSO J318.5-22,34.0,False,0.0,0.0,693.0,3.0,77.0,Ernice Rigginsen,True,5545,1,3.0,Rigginsen,9.0,G,894,S,Senior
5545_02,Earth,True,G/894/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Sall Rigginsen,True,5545,2,3.0,Rigginsen,9.0,G,894,S,Child
5545_03,Earth,True,G/894/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Nance Rigginsen,True,5545,3,3.0,Rigginsen,9.0,G,894,S,Child
5546_01,Europa,False,D/176/P,55 Cancri e,28.0,False,550.0,5203.0,0.0,2244.0,1624.0,Wasatan Brathful,False,5546,1,1.0,Brathful,6.0,D,176,P,Young
5550_01,Earth,False,G/895/S,TRAPPIST-1e,33.0,False,127.0,745.0,9.0,0.0,0.0,Robyna Poperez,True,5550,1,1.0,Poperez,5.0,G,895,S,Senior
5551_01,Earth,True,G/888/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Rayley Foledges,True,5551,1,1.0,Foledges,4.0,G,888,P,Young
5552_01,Mars,,F/1150/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Skix Potie,False,5552,1,3.0,Potie,5.0,F,1150,P,Young
5552_02,Mars,True,F/1150/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Oatch Potie,True,5552,2,3.0,Potie,5.0,F,1150,P,Child
5552_03,Mars,False,F/1150/P,TRAPPIST-1e,60.0,False,51.0,10.0,754.0,1412.0,137.0,Chonk Potie,False,5552,3,3.0,Potie,5.0,F,1150,P,Senior
5555_01,,False,G/896/S,,43.0,,1.0,0.0,213.0,7.0,701.0,Winia Blanglison,True,5555,1,1.0,Blanglison,5.0,G,896,S,Senior
5556_01,Earth,False,E/361/S,TRAPPIST-1e,27.0,False,0.0,1.0,667.0,897.0,43.0,Jona Hanner,False,5556,1,1.0,Hanner,12.0,E,361,S,Young
5557_01,Earth,True,G/890/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Jerek Mathison,True,5557,1,1.0,Mathison,4.0,G,890,P,Senior
5559_01,Earth,True,G/897/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,,True,5559,1,1.0,Unknown,,G,897,S,Young
5560_01,Mars,False,D/168/S,TRAPPIST-1e,57.0,False,1696.0,0.0,1006.0,0.0,27.0,Tyog Birte,False,5560,1,1.0,Birte,3.0,D,168,S,Senior
5561_01,Europa,True,A/51/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Diskeh Fueling,True,5561,1,4.0,Fueling,5.0,A,51,P,Young
5561_02,Europa,False,A/51/P,TRAPPIST-1e,28.0,False,0.0,175.0,0.0,214.0,7461.0,Cellus Fueling,False,5561,2,4.0,Fueling,5.0,A,51,P,Young
5561_03,Europa,False,A/51/P,TRAPPIST-1e,42.0,False,0.0,890.0,2929.0,352.0,4898.0,Gluinol Fueling,False,5561,3,4.0,Fueling,5.0,A,51,P,Senior
5561_04,Europa,False,A/51/P,TRAPPIST-1e,43.0,False,7.0,494.0,2473.0,443.0,71.0,Ankab Fueling,False,5561,4,4.0,Fueling,5.0,A,51,P,Senior
5563_01,Europa,True,C/176/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Maham Cattyried,True,5563,1,1.0,Cattyried,6.0,C,176,P,Young
5566_01,Europa,False,E/349/P,55 Cancri e,72.0,False,2445.0,3023.0,0.0,704.0,20.0,Gluinon Gloyanthy,False,5566,1,1.0,Gloyanthy,4.0,E,349,P,Elder
5568_01,Europa,False,B/188/P,TRAPPIST-1e,49.0,False,0.0,3991.0,298.0,289.0,2740.0,Winons Covetive,False,5568,1,2.0,Covetive,6.0,B,188,P,Senior
5568_02,Europa,True,B/188/P,55 Cancri e,29.0,True,0.0,0.0,0.0,0.0,0.0,Merabik Covetive,True,5568,2,2.0,Covetive,6.0,B,188,P,Young
5569_01,Earth,True,G/891/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Brance Mcfarleys,False,5569,1,1.0,Mcfarleys,2.0,G,891,P,Teenager
5571_01,Earth,False,G/900/S,55 Cancri e,26.0,False,0.0,406.0,0.0,0.0,503.0,Delley Nichoan,True,5571,1,1.0,Nichoan,8.0,G,900,S,Young
5572_01,Mars,True,F/1153/P,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Gicket Pane,True,5572,1,1.0,Pane,4.0,F,1153,P,Young
5573_01,Earth,False,F/1154/P,55 Cancri e,18.0,False,749.0,0.0,74.0,0.0,0.0,Mariel Gilleranks,False,5573,1,1.0,Gilleranks,5.0,F,1154,P,Teenager
5574_01,Earth,False,F/1155/P,55 Cancri e,14.0,False,714.0,237.0,0.0,587.0,1.0,Dorah Polliamposs,False,5574,1,1.0,Polliamposs,7.0,F,1155,P,Teenager
5575_01,Mars,False,F/1156/P,TRAPPIST-1e,44.0,False,583.0,0.0,222.0,0.0,1560.0,Bares Nacke,False,5575,1,2.0,Nacke,6.0,F,1156,P,Senior
5575_02,Mars,True,F/1156/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Heers Nacke,True,5575,2,2.0,Nacke,6.0,F,1156,P,Senior
5578_01,Earth,True,G/892/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Verney Gainebergan,True,5578,1,1.0,Gainebergan,10.0,G,892,P,Teenager
5580_01,Earth,True,G/902/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Anae Vaught,True,5580,1,1.0,Vaught,3.0,G,902,S,Senior
5581_01,Europa,True,B/212/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,,Alpha Frolestty,True,5581,1,1.0,Frolestty,4.0,B,212,S,Young
5582_01,Earth,False,G/893/P,TRAPPIST-1e,35.0,,753.0,335.0,1.0,348.0,0.0,Patoya Hersons,False,5582,1,1.0,Hersons,6.0,G,893,P,Senior
5583_01,Europa,False,D/170/S,TRAPPIST-1e,52.0,False,5.0,3514.0,31.0,601.0,13.0,Taura Inghtal,True,5583,1,1.0,Inghtal,7.0,D,170,S,Senior
5585_01,Earth,False,G/894/P,PSO J318.5-22,22.0,False,688.0,5.0,80.0,0.0,0.0,Vanez Popelazquez,False,5585,1,2.0,Popelazquez,5.0,G,894,P,Young
5585_02,Earth,False,F/1158/P,TRAPPIST-1e,34.0,False,245.0,0.0,542.0,0.0,19.0,Velyne Popelazquez,True,5585,2,2.0,Popelazquez,5.0,F,1158,P,Senior
5586_01,Earth,False,G/895/P,PSO J318.5-22,37.0,False,0.0,0.0,6.0,746.0,1.0,Elanda Reyersendry,False,5586,1,1.0,Reyersendry,5.0,G,895,P,Senior
5587_01,Earth,False,F/1159/P,55 Cancri e,22.0,False,654.0,2.0,83.0,0.0,0.0,Dianie Deckerson,False,5587,1,1.0,Deckerson,7.0,F,1159,P,Young
5589_01,Earth,False,F/1160/P,TRAPPIST-1e,26.0,False,0.0,786.0,0.0,11.0,83.0,Fayen Hermanapp,True,5589,1,1.0,Hermanapp,5.0,F,1160,P,Young
5591_01,Earth,False,E/363/S,55 Cancri e,14.0,False,590.0,9.0,0.0,0.0,192.0,Elene Ewiseston,False,5591,1,1.0,Ewiseston,9.0,E,363,S,Teenager
5592_01,Mars,True,F/1161/P,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,Wheard Quith,True,5592,1,1.0,Quith,1.0,F,1161,P,Senior
5594_01,Earth,False,F/1163/P,TRAPPIST-1e,17.0,False,0.0,823.0,0.0,1168.0,14.0,Verney Lewinton,False,5594,1,1.0,Lewinton,2.0,F,1163,P,Teenager
5595_01,Earth,False,F/1067/S,TRAPPIST-1e,30.0,False,0.0,1.0,0.0,870.0,0.0,Sonard Craftstens,False,5595,1,1.0,Craftstens,1.0,F,1067,S,Young
5596_01,Europa,False,D/179/P,TRAPPIST-1e,65.0,False,0.0,722.0,302.0,103.0,2659.0,Mothab Sorbitter,False,5596,1,1.0,Sorbitter,6.0,D,179,P,Elder
5598_01,Earth,False,G/903/S,,19.0,False,0.0,0.0,500.0,2.0,208.0,Lulah Thony,True,5598,1,1.0,Thony,7.0,G,903,S,Young
5599_01,Europa,False,E/364/S,55 Cancri e,36.0,,380.0,686.0,0.0,295.0,1247.0,Saxino Caming,False,5599,1,1.0,Caming,1.0,E,364,S,Senior
5601_01,Earth,True,G/904/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Bertle Vandan,True,5601,1,5.0,Vandan,12.0,G,904,S,Child
5601_02,Earth,False,G/904/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fery Vandan,True,5601,2,5.0,Vandan,12.0,G,904,S,Child
5601_03,Earth,False,,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Jacque Vandan,True,5601,3,5.0,Vandan,12.0,Unknown,Unknown,Unknown,Child
5601_04,Earth,False,F/1069/S,TRAPPIST-1e,21.0,False,958.0,1668.0,82.0,0.0,78.0,Vanney Vandan,True,5601,4,5.0,Vandan,12.0,F,1069,S,Young
5601_05,Earth,True,G/904/S,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Maya Vandan,True,5601,5,5.0,Vandan,12.0,G,904,S,Child
5602_01,Europa,True,B/190/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Castab Sedece,True,5602,1,2.0,Sedece,3.0,B,190,P,Senior
5602_02,Europa,False,B/190/P,55 Cancri e,18.0,False,0.0,3268.0,0.0,436.0,342.0,Hadirk Sedece,True,5602,2,2.0,Sedece,3.0,B,190,P,Teenager
5603_01,,False,E/365/S,TRAPPIST-1e,34.0,False,170.0,1256.0,0.0,3926.0,7121.0,Kocha Cluitty,False,5603,1,1.0,Cluitty,1.0,E,365,S,Senior
5606_01,Europa,True,B/213/S,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Algor Paterpad,True,5606,1,2.0,Paterpad,1.0,B,213,S,Senior
5606_02,Europa,False,B/213/S,TRAPPIST-1e,31.0,False,0.0,1219.0,7.0,104.0,1082.0,Brab Dectory,True,5606,2,2.0,Dectory,3.0,B,213,S,Senior
5608_01,Earth,False,F/1164/P,TRAPPIST-1e,14.0,False,30.0,757.0,115.0,0.0,0.0,Son Mclainez,True,5608,1,1.0,Mclainez,6.0,F,1164,P,Teenager
5609_01,Earth,False,G/897/P,TRAPPIST-1e,23.0,False,765.0,5.0,0.0,0.0,0.0,Breney Russon,False,5609,1,1.0,Russon,5.0,G,897,P,Young
5610_01,Europa,True,B/214/S,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,Tach Dicely,True,5610,1,2.0,Dicely,6.0,B,214,S,Elder
5610_02,Europa,False,B/214/S,55 Cancri e,54.0,True,0.0,7996.0,0.0,4549.0,10206.0,Atinon Dicely,False,5610,2,2.0,Dicely,6.0,B,214,S,Senior
5611_01,Europa,True,D/171/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Medion Clutchor,True,5611,1,2.0,Clutchor,2.0,D,171,S,Young
5611_02,Europa,False,D/171/S,TRAPPIST-1e,46.0,False,0.0,3477.0,0.0,1.0,5543.0,Grum Clutchor,False,5611,2,2.0,Clutchor,2.0,D,171,S,Senior
5613_01,Earth,False,F/1072/S,TRAPPIST-1e,32.0,False,125.0,874.0,0.0,180.0,1.0,Leene Hardonald,True,5613,1,1.0,Hardonald,4.0,F,1072,S,Senior
5614_01,Earth,True,G/906/S,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Tyrony Coolerson,True,5614,1,1.0,Coolerson,11.0,G,906,S,Senior
5615_01,Earth,True,G/907/S,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Tine Wardendez,True,5615,1,1.0,Wardendez,9.0,G,907,S,Young
5616_01,Earth,False,F/1073/S,PSO J318.5-22,25.0,False,458.0,240.0,0.0,239.0,0.0,Yolace Fryersonis,True,5616,1,1.0,Fryersonis,11.0,F,1073,S,Young
5618_01,Earth,False,F/1075/S,TRAPPIST-1e,19.0,False,0.0,785.0,0.0,0.0,19.0,Jenn Lynnerett,True,5618,1,1.0,Lynnerett,8.0,F,1075,S,Young
5619_01,Earth,True,G/908/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Gordo Freder,True,5619,1,1.0,Freder,2.0,G,908,S,Young
5622_01,Earth,False,F/1076/S,TRAPPIST-1e,68.0,False,0.0,0.0,970.0,0.0,0.0,Jenn Nolds,True,5622,1,1.0,Nolds,6.0,F,1076,S,Elder
5623_01,Earth,True,G/898/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Helly Gouldensen,True,5623,1,1.0,Gouldensen,11.0,G,898,P,Teenager
5625_01,Mars,True,E/352/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Trise Cart,False,5625,1,5.0,Cart,3.0,E,352,P,Young
5625_02,Mars,,E/352/P,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,Cros Nane,False,5625,2,5.0,Nane,1.0,E,352,P,Senior
5625_03,Mars,False,E/352/P,TRAPPIST-1e,15.0,False,890.0,9.0,0.0,1250.0,57.0,Ming Cart,False,5625,3,5.0,Cart,3.0,E,352,P,Teenager
5625_04,Mars,True,E/352/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Tops Cart,True,5625,4,5.0,Cart,3.0,E,352,P,Young
5625_05,Mars,False,E/352/P,TRAPPIST-1e,22.0,False,804.0,0.0,378.0,0.0,0.0,,False,5625,5,5.0,Unknown,,E,352,P,Young
5626_01,Earth,True,G/911/S,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Fayen Vinston,True,5626,1,1.0,Vinston,4.0,G,911,S,Young
5627_01,Earth,False,G/899/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Nelsie Stanters,False,5627,1,1.0,Stanters,1.0,G,899,P,Senior
5628_01,Earth,True,G/900/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Ebonya Potthews,False,5628,1,1.0,Potthews,3.0,G,900,P,Young
5629_01,Earth,True,G/901/P,TRAPPIST-1e,28.0,False,0.0,,0.0,0.0,0.0,Jaye Sterson,True,5629,1,1.0,Sterson,5.0,G,901,P,Young
5631_01,Earth,False,F/1166/P,TRAPPIST-1e,20.0,False,47.0,0.0,0.0,0.0,2711.0,Bel Boltond,False,5631,1,1.0,Boltond,5.0,F,1166,P,Young
5637_01,Earth,False,F/1168/P,TRAPPIST-1e,43.0,False,1.0,8.0,0.0,0.0,715.0,Sonard Simson,False,5637,1,1.0,Simson,6.0,F,1168,P,Senior
5639_01,Earth,False,G/913/S,TRAPPIST-1e,22.0,False,19.0,9.0,0.0,0.0,594.0,Bel Ewins,True,5639,1,1.0,Ewins,3.0,G,913,S,Young
5640_01,Europa,True,E/368/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Kaffias Rinicapead,True,5640,1,1.0,Rinicapead,3.0,E,368,S,Young
5642_01,Europa,True,B/216/S,,35.0,False,0.0,0.0,0.0,0.0,0.0,Geonkaa Supred,True,5642,1,2.0,Supred,5.0,B,216,S,Senior
5642_02,Europa,True,,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,Isoton Supred,True,5642,2,2.0,Supred,5.0,Unknown,Unknown,Unknown,Senior
5643_01,Mars,False,F/1077/S,TRAPPIST-1e,24.0,False,158.0,0.0,1594.0,1.0,0.0,Latsts Karte,True,5643,1,3.0,Karte,2.0,F,1077,S,Young
5643_02,Mars,False,F/1077/S,55 Cancri e,18.0,False,2803.0,0.0,17.0,0.0,0.0,,False,5643,2,3.0,Unknown,,F,1077,S,Teenager
5643_03,Mars,False,F/1077/S,TRAPPIST-1e,15.0,False,643.0,0.0,45.0,0.0,10.0,Eaturs Karte,False,5643,3,3.0,Karte,2.0,F,1077,S,Teenager
5644_01,Mars,False,F/1169/P,TRAPPIST-1e,28.0,False,1909.0,0.0,0.0,0.0,6.0,Gut Hake,False,5644,1,1.0,Hake,4.0,F,1169,P,Young
5645_01,Earth,False,F/1078/S,TRAPPIST-1e,24.0,False,0.0,117.0,2134.0,0.0,0.0,Olly Wagnerray,True,5645,1,1.0,Wagnerray,11.0,F,1078,S,Young
5646_01,Mars,True,F/1079/S,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,,True,5646,1,1.0,Unknown,,F,1079,S,Senior
5647_01,Europa,True,C/178/P,TRAPPIST-1e,35.0,False,0.0,,0.0,0.0,,Dyonevi Matoltuble,True,5647,1,3.0,Matoltuble,5.0,C,178,P,Senior
5647_02,Europa,False,C/178/P,55 Cancri e,52.0,False,0.0,1425.0,31.0,0.0,1320.0,Chabih Matoltuble,True,5647,2,3.0,Matoltuble,5.0,C,178,P,Senior
5647_03,Europa,False,C/178/P,TRAPPIST-1e,48.0,False,0.0,,0.0,2851.0,1478.0,Majoram Tachor,False,5647,3,3.0,Tachor,2.0,C,178,P,Senior
5648_01,Europa,False,C/179/P,55 Cancri e,27.0,False,332.0,918.0,0.0,5.0,4817.0,Edaruma Braned,False,5648,1,2.0,Braned,4.0,C,179,P,Young
5648_02,Europa,False,C/179/P,55 Cancri e,50.0,False,0.0,103.0,0.0,240.0,8221.0,Unukath Braned,False,5648,2,2.0,Braned,4.0,C,179,P,Senior
5650_01,Earth,False,G/902/P,TRAPPIST-1e,24.0,False,56.0,22.0,285.0,1453.0,0.0,Elsane Coopezmaney,False,5650,1,1.0,Coopezmaney,5.0,G,902,P,Young
5651_01,Earth,False,G/915/S,PSO J318.5-22,26.0,False,807.0,0.0,0.0,0.0,40.0,Kentha Franton,True,5651,1,1.0,Franton,7.0,G,915,S,Young
5652_01,Earth,False,F/1171/P,TRAPPIST-1e,24.0,False,215.0,0.0,0.0,0.0,350.0,Erice Franchaney,False,5652,1,1.0,Franchaney,2.0,F,1171,P,Young
5653_01,Earth,True,G/903/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Hanne Wardendez,False,5653,1,1.0,Wardendez,9.0,G,903,P,Teenager
5655_01,Earth,False,F/1172/P,PSO J318.5-22,42.0,False,1188.0,39.0,3.0,3.0,0.0,Laude Browlerson,False,5655,1,1.0,Browlerson,14.0,F,1172,P,Senior
5659_01,Earth,False,F/1175/P,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,880.0,Letta Alberts,False,5659,1,1.0,Alberts,6.0,F,1175,P,Senior
5661_01,Earth,False,E/355/P,PSO J318.5-22,43.0,False,635.0,53.0,0.0,3.0,0.0,Elany Ellahan,True,5661,1,2.0,Ellahan,8.0,E,355,P,Senior
5661_02,Earth,True,G/905/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Vane Ellahan,False,5661,2,2.0,Ellahan,8.0,G,905,P,Senior
5662_01,Earth,True,G/916/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Alendy Wolferguson,True,5662,1,2.0,Wolferguson,8.0,G,916,S,Teenager
5662_02,Earth,False,F/1080/S,TRAPPIST-1e,31.0,False,13.0,0.0,0.0,679.0,0.0,Karia Wolferguson,False,5662,2,2.0,Wolferguson,8.0,F,1080,S,Senior
5663_01,Europa,False,A/71/S,TRAPPIST-1e,33.0,False,0.0,1513.0,5.0,63.0,144.0,Alsuud Ressing,True,5663,1,1.0,Ressing,2.0,A,71,S,Senior
5667_01,Earth,False,G/906/P,55 Cancri e,21.0,False,0.0,496.0,0.0,3867.0,30.0,Moniey Combson,False,5667,1,1.0,Combson,4.0,G,906,P,Young
5671_01,Earth,False,G/907/P,TRAPPIST-1e,13.0,False,56.0,1706.0,15.0,0.0,23.0,Berly Acobsond,False,5671,1,1.0,Acobsond,3.0,G,907,P,Teenager
5673_01,Earth,False,F/1083/S,TRAPPIST-1e,29.0,False,286.0,545.0,,0.0,0.0,Pattin Bradlerson,True,5673,1,1.0,Bradlerson,8.0,F,1083,S,Young
5674_01,Europa,False,B/217/S,TRAPPIST-1e,22.0,False,0.0,11594.0,0.0,10247.0,1.0,Alrain Unsible,False,5674,1,1.0,Unsible,3.0,B,217,S,Young
5677_01,Mars,False,E/357/P,TRAPPIST-1e,22.0,False,1035.0,0.0,264.0,0.0,0.0,Hoces Fisun,False,5677,1,1.0,Fisun,2.0,E,357,P,Young
5679_01,Earth,True,G/920/S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Loise Casonston,True,5679,1,3.0,Casonston,18.0,G,920,S,Teenager
5679_02,Earth,True,G/920/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Shelle Casonston,True,5679,2,3.0,Casonston,18.0,G,920,S,Senior
5679_03,Earth,True,G/920/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Jennya Casonston,True,5679,3,3.0,Casonston,18.0,G,920,S,Young
5680_01,Earth,False,E/359/P,TRAPPIST-1e,18.0,False,0.0,0.0,1609.0,0.0,0.0,Ryanne Blanglison,True,5680,1,1.0,Blanglison,5.0,E,359,P,Teenager
5681_01,Earth,True,G/921/S,TRAPPIST-1e,66.0,False,0.0,0.0,0.0,0.0,0.0,Jodip Ellson,True,5681,1,1.0,Ellson,7.0,G,921,S,Elder
5684_01,,True,B/218/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Zaninon Busive,True,5684,1,4.0,Busive,5.0,B,218,S,Senior
5684_02,Europa,True,B/218/S,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Azhah Busive,True,5684,2,4.0,Busive,5.0,B,218,S,Senior
5684_03,Europa,False,B/218/S,55 Cancri e,38.0,False,0.0,1198.0,48.0,278.0,1244.0,Genubik Busive,False,5684,3,4.0,Busive,5.0,B,218,S,Senior
5684_04,Europa,True,B/218/S,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Okulus Folhal,True,5684,4,4.0,Folhal,7.0,B,218,S,Elder
5685_01,Earth,True,G/910/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Ianne Bryants,False,5685,1,1.0,Bryants,5.0,G,910,P,Young
5686_01,Mars,False,,55 Cancri e,44.0,False,2267.0,0.0,107.0,0.0,0.0,Lix Cry,False,5686,1,2.0,Cry,3.0,Unknown,Unknown,Unknown,Senior
5686_02,Mars,False,D/180/P,55 Cancri e,25.0,False,1410.0,123.0,26.0,9.0,812.0,Pil Cry,False,5686,2,2.0,Cry,3.0,D,180,P,Young
5687_01,Earth,False,F/1179/P,TRAPPIST-1e,15.0,False,348.0,1627.0,0.0,0.0,0.0,Erie Mccarry,False,5687,1,1.0,Mccarry,5.0,F,1179,P,Teenager
5688_01,Earth,False,F/1084/S,TRAPPIST-1e,20.0,False,12.0,177.0,1110.0,0.0,0.0,Isaacy Newtontoss,True,5688,1,1.0,Newtontoss,4.0,F,1084,S,Young
5689_01,Earth,False,F/1180/P,TRAPPIST-1e,34.0,False,233.0,0.0,0.0,1054.0,156.0,Raceky Scotterkins,False,5689,1,1.0,Scotterkins,5.0,F,1180,P,Senior
5692_01,Mars,False,E/360/P,TRAPPIST-1e,23.0,False,821.0,0.0,863.0,664.0,0.0,Mele Madan,False,5692,1,1.0,Madan,3.0,E,360,P,Young
5693_01,Earth,False,F/1087/S,TRAPPIST-1e,45.0,False,0.0,0.0,2332.0,84.0,0.0,Hellia Blacks,True,5693,1,1.0,Blacks,7.0,F,1087,S,Senior
5695_01,Earth,True,G/922/S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Brene Collinson,True,5695,1,1.0,Collinson,3.0,G,922,S,Senior
5696_01,Earth,True,G/911/P,PSO J318.5-22,33.0,False,0.0,0.0,0.0,0.0,0.0,Janney Mcgoway,True,5696,1,1.0,Mcgoway,6.0,G,911,P,Senior
5698_01,Earth,False,F/1088/S,TRAPPIST-1e,14.0,False,0.0,0.0,325.0,247.0,305.0,Natha Mulley,False,5698,1,2.0,Mulley,3.0,F,1088,S,Teenager
5698_02,Earth,False,G/923/S,TRAPPIST-1e,26.0,False,178.0,0.0,3.0,0.0,704.0,,True,5698,2,2.0,Unknown,,G,923,S,Young
5700_01,Earth,True,G/924/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Coreen Ricks,True,5700,1,1.0,Ricks,5.0,G,924,S,Senior
5701_01,Mars,True,D/173/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Caper Fincy,True,5701,1,1.0,Fincy,3.0,D,173,S,Elder
5702_01,Earth,True,G/912/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Katiey Estron,True,5702,1,1.0,Estron,5.0,G,912,P,Young
5704_01,Earth,True,G/913/P,TRAPPIST-1e,22.0,False,0.0,0.0,,0.0,0.0,Melara Callowery,True,5704,1,1.0,Callowery,6.0,G,913,P,Young
5705_01,Earth,True,G/925/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Letty Chanan,True,5705,1,1.0,Chanan,11.0,G,925,S,Teenager
5706_01,Earth,False,F/1090/S,TRAPPIST-1e,16.0,False,0.0,458.0,725.0,0.0,0.0,Norahe Kerrealds,True,5706,1,2.0,Kerrealds,2.0,F,1090,S,Teenager
5706_02,Earth,False,G/926/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,,Tricki Marshopper,True,5706,2,2.0,Marshopper,3.0,G,926,S,Child
